9.300817999999999302e+03 1.024225040039850083e-15
9.304253000000000611e+03 1.014112737199050083e-15
9.307688000000000102e+03 1.004000540237379928e-15
9.311122999999999593e+03 1.002794682957840094e-15
9.314558000000000902e+03 1.001609472106400036e-15
9.317993000000000393e+03 1.012348155811690056e-15
9.321427999999999884e+03 1.023142531933260074e-15
9.324862999999999374e+03 9.917478910179869141e-16
9.328298000000000684e+03 9.600563650547040804e-16
9.331733000000000175e+03 9.791827925201800065e-16
9.335167999999999665e+03 9.987871583261439742e-16
9.338602999999999156e+03 9.976277819795900451e-16
9.342038000000000466e+03 9.962299658583830443e-16
9.345472999999999956e+03 9.547325512229739892e-16
9.348907999999999447e+03 9.126789535785740792e-16
9.352343000000000757e+03 9.212708322790480747e-16
9.355778000000000247e+03 9.306867681580820976e-16
9.359212999999999738e+03 9.080659062687089500e-16
9.362647999999999229e+03 8.848464567834230290e-16
9.366083000000000538e+03 8.751633878886479908e-16
9.369518000000000029e+03 8.657660337948949508e-16
9.372952999999999520e+03 8.746338864174960408e-16
9.376388000000000829e+03 8.839317141399469964e-16
9.379823000000000320e+03 8.613667034855340208e-16
9.383257999999999811e+03 8.379737710647379868e-16
9.386692999999999302e+03 8.397060593209910433e-16
9.390128000000000611e+03 8.421529257473720020e-16
9.393563000000000102e+03 8.571609731441790144e-16
9.396997999999999593e+03 8.725533617408029614e-16
9.400433000000000902e+03 8.508801709007289768e-16
9.403868000000000393e+03 8.279806881112689594e-16
9.407302999999999884e+03 8.093969440671870229e-16
9.410737999999999374e+03 7.909654012558150407e-16
9.414173000000000684e+03 8.024462975811359508e-16
9.417608000000000175e+03 8.150568182207399619e-16
9.421042999999999665e+03 8.205656558118860130e-16
9.424477999999999156e+03 8.257884080250970227e-16
9.427913000000000466e+03 8.252145432033320370e-16
9.431347999999999956e+03 8.243925506675810405e-16
9.434782999999999447e+03 8.114105002014880064e-16
9.438218000000000757e+03 7.978770842262920205e-16
9.441653000000000247e+03 7.970724558659590470e-16
9.445087999999999738e+03 7.968774794694130463e-16
9.448522999999999229e+03 7.946251129835449619e-16
9.451958000000000538e+03 7.922689849616390145e-16
9.455393000000000029e+03 7.966000761791869671e-16
9.458827999999999520e+03 8.012858095038390462e-16
9.462263000000000829e+03 7.963424193445439510e-16
9.465698000000000320e+03 7.908634396647890085e-16
9.469132999999999811e+03 7.875849457028820356e-16
9.472567999999999302e+03 7.844345654742469799e-16
9.476003000000000611e+03 7.615669522994270111e-16
9.479438000000000102e+03 7.375062402788399597e-16
9.482872999999999593e+03 7.559799229793380405e-16
9.486308000000000902e+03 7.771391765786639993e-16
9.489743000000000393e+03 7.608565034149169737e-16
9.493177999999999884e+03 7.421109231383509527e-16
9.496612999999999374e+03 7.283094741749079870e-16
9.500048000000000684e+03 7.148447208079980140e-16
9.503483000000000175e+03 7.275953195212540078e-16
9.506917999999999665e+03 7.422009733285560241e-16
9.510352999999999156e+03 7.507181013714350248e-16
9.513788000000000466e+03 7.587881018972819645e-16
9.517222999999999956e+03 7.455830170682650324e-16
9.520657999999999447e+03 7.307582464254199720e-16
9.524093000000000757e+03 7.245083608845450122e-16
9.527528000000000247e+03 7.189343546960199778e-16
9.530962999999999738e+03 7.143294071387119818e-16
9.534397999999999229e+03 7.098034983432960331e-16
9.537833000000000538e+03 7.242303752591679915e-16
9.541268000000000029e+03 7.402545974948840487e-16
9.544702999999999520e+03 7.303785109672540285e-16
9.548138000000000829e+03 7.182574165524859845e-16
9.551573000000000320e+03 7.153536817301800333e-16
9.555007999999999811e+03 7.132743217237890342e-16
9.558442999999999302e+03 7.094655851369009679e-16
9.561878000000000611e+03 7.054973416581329776e-16
9.565313000000000102e+03 7.019907840751769955e-16
9.568747999999999593e+03 6.985280604472430012e-16
9.572183000000000902e+03 6.972444349552380166e-16
9.575618000000000393e+03 6.961739441285859940e-16
9.579052999999999884e+03 6.975435434647369942e-16
9.582487999999999374e+03 6.991586235369140328e-16
9.585923000000000684e+03 7.005311874883810147e-16
9.589358000000000175e+03 7.018786580887849964e-16
9.592792999999999665e+03 7.013331159311940236e-16
9.596227999999999156e+03 7.005863505090709510e-16
9.599663000000000466e+03 6.898652427374359650e-16
9.603097999999999956e+03 6.780590857603690092e-16
9.606532999999999447e+03 6.791035832634519683e-16
9.609968000000000757e+03 6.815829545791840080e-16
9.613403000000000247e+03 6.898507902377740302e-16
9.616837999999999738e+03 6.987795233534590230e-16
9.620272999999999229e+03 6.942522381295029973e-16
9.623708000000000538e+03 6.881495775027719853e-16
9.627143000000000029e+03 6.879616950071600282e-16
9.630577999999999520e+03 6.884834673026679870e-16
9.634013000000000829e+03 6.904344488779909535e-16
9.637448000000000320e+03 6.925610839107499916e-16
9.640882999999999811e+03 7.051656753197230254e-16
9.644317999999999302e+03 7.190890970275710048e-16
9.647753000000000611e+03 7.278199950105130137e-16
9.651188000000000102e+03 7.358820016629200437e-16
9.654622999999999593e+03 7.512590907269340127e-16
9.658058000000000902e+03 7.676003150431599918e-16
9.661493000000000393e+03 7.694576465382519575e-16
9.664927999999999884e+03 7.693626729690409704e-16
9.668362999999999374e+03 7.698695163088539666e-16
9.671798000000000684e+03 7.704593159379389766e-16
9.675233000000000175e+03 7.811109140683400052e-16
9.678667999999999665e+03 7.931794395008189806e-16
9.682102999999999156e+03 7.773775104741979738e-16
9.685538000000000466e+03 7.575768447827080192e-16
9.688972999999999956e+03 7.537574673444199722e-16
9.692407999999999447e+03 7.522797654283760363e-16
9.695843000000000757e+03 7.578088259311369949e-16
9.699278000000000247e+03 7.643834427281659665e-16
9.702712999999999738e+03 7.658539978037180359e-16
9.706147999999999229e+03 7.665471883919269781e-16
9.709583000000000538e+03 7.470086793976120322e-16
9.713018000000000029e+03 7.243262488008850418e-16
9.716452999999999520e+03 7.122838225710930437e-16
9.719888000000000829e+03 7.019279977579619677e-16
9.723323000000000320e+03 7.263178350181170113e-16
9.726757999999999811e+03 7.563243477515150245e-16
9.730192999999999302e+03 7.391970768602369561e-16
9.733628000000000611e+03 7.143020373866040244e-16
9.737063000000000102e+03 7.139949350036650385e-16
9.740497999999999593e+03 7.178179123319790149e-16
9.743933000000000902e+03 7.120273304067529953e-16
9.747368000000000393e+03 7.045913869814850042e-16
9.750802999999999884e+03 6.962977168180040216e-16
9.754237999999999374e+03 6.878549159162459941e-16
9.757673000000000684e+03 6.822009180537650262e-16
9.761108000000000175e+03 6.770410050973279519e-16
9.764542999999999665e+03 6.763159978340379672e-16
9.767977999999999156e+03 6.763910661289879852e-16
9.771413000000000466e+03 6.770102472134309773e-16
9.774847999999999956e+03 6.777294311252089831e-16
9.778282999999999447e+03 6.725440013012369576e-16
9.781718000000000757e+03 6.662547816678739748e-16
9.785153000000000247e+03 6.593547983399810437e-16
9.788587999999999738e+03 6.523386126796369590e-16
9.792022999999999229e+03 6.443792558325250137e-16
9.795458000000000538e+03 6.362373104457209577e-16
9.798893000000000029e+03 6.294860343396299652e-16
9.802327999999999520e+03 6.230079263590289776e-16
9.805763000000000829e+03 6.179437810651920259e-16
9.809198000000000320e+03 6.131620683197039966e-16
9.812632999999999811e+03 6.086960341657469877e-16
9.816067999999999302e+03 6.042939509993069882e-16
9.819503000000000611e+03 5.976725356319430054e-16
9.822938000000000102e+03 5.905936695335020038e-16
9.826372999999999593e+03 5.977031876367209815e-16
9.829808000000000902e+03 6.077852619892119985e-16
9.833243000000000393e+03 6.103543129182339956e-16
9.836677999999999884e+03 6.113236891868070431e-16
9.840112999999999374e+03 6.078145375654509822e-16
9.843548000000000684e+03 6.033364861315550001e-16
9.846983000000000175e+03 5.991604548829129990e-16
9.850417999999999665e+03 5.950508627810720460e-16
9.853852999999999156e+03 5.823803616208909842e-16
9.857288000000000466e+03 5.677982659174349711e-16
9.860722999999999956e+03 5.615644740025580402e-16
9.864157999999999447e+03 5.572239066039119899e-16
9.867593000000000757e+03 5.558651069378389750e-16
9.871028000000000247e+03 5.551929862941919974e-16
9.874462999999999738e+03 5.560731594055080167e-16
9.877897999999999229e+03 5.573163390742810168e-16
9.881333000000000538e+03 5.591965404589490458e-16
9.884768000000000029e+03 5.612276195873459582e-16
9.888202999999999520e+03 5.603168474108109689e-16
9.891638000000000829e+03 5.586985380255230164e-16
9.895073000000000320e+03 5.585372841281889859e-16
9.898507999999999811e+03 5.587317311291429526e-16
9.901942999999999302e+03 5.641752942437910220e-16
9.905378000000000611e+03 5.709168824105470045e-16
9.908813000000000102e+03 5.591657296354929664e-16
9.912247999999999593e+03 5.427746362544969960e-16
9.915683000000000902e+03 5.426302171369900391e-16
9.919118000000000393e+03 5.466217010822480235e-16
9.922552999999999884e+03 5.535176610036419898e-16
9.925987999999999374e+03 5.611637215393879549e-16
9.929423000000000684e+03 5.569592617474540272e-16
9.932858000000000175e+03 5.496507438411889993e-16
9.936292999999999665e+03 5.474683634525879987e-16
9.939727999999999156e+03 5.466478532244949930e-16
9.943163000000000466e+03 5.451671337535759707e-16
